Time [s],Packet ID,MOSI,MISO
105.338966916666664,2019,0x00,0x0D
105.339109500000006,2020,0x00,0x80
105.339115750000005,2021,0xB0,0xFF
105.339121000000006,2021,0x00,0x57
105.339271916666661,2022,0x00,0x88
105.339278166666674,2023,0xB0,0xFF
105.339283416666660,2023,0x00,0xA7
105.339293999999995,2024,0x92,0x00
105.339307333333338,2025,0xA5,0x00
105.339312500000005,2026,0x80,0x00
105.339436333333339,2027,0x00,0x80
105.339442500000004,2028,0xB0,0xFF
105.339447750000005,2028,0x00,0x28
105.339592666666661,2029,0x00,0x00
105.339598749999993,2030,0xB0,0xFF
105.339603999999994,2030,0x00,0x0C
105.339748499999999,2031,0x00,0x80
105.339754666666664,2032,0xB0,0xFF
105.339759999999998,2032,0x00,0x56
105.339919333333327,2033,0x00,0x80
105.339925583333340,2034,0xB0,0xFF
105.339930833333327,2034,0x00,0x36
105.340085333333334,2035,0x00,0x88
105.340091500000000,2036,0xB0,0xFF
105.340096750000001,2036,0x00,0xEC
105.340249166666666,2037,0x00,0x80
105.340255333333332,2038,0xB0,0xFF
105.340260583333333,2038,0x00,0xBB
105.340409333333326,2039,0x00,0x80
105.340415500000006,2040,0xB0,0xFF
105.340420750000007,2040,0x00,0xBC
105.340561333333326,2041,0x00,0x80
105.340567500000006,2042,0xB0,0xFF
105.340572833333340,2042,0x00,0x08
105.340719666666672,2043,0x00,0x00
105.340725750000004,2044,0xB0,0xFF
105.340731000000005,2044,0x00,0xFD
105.340873500000001,2045,0x00,0x80
105.340879666666666,2046,0xB0,0xFF
105.340885000000000,2046,0x00,0xA7
105.341036000000003,2047,0x00,0x88
105.341042166666668,2048,0xB0,0xFF
105.341047416666669,2048,0x00,0x57
105.341198500000004,2049,0x00,0x00
105.341204583333337,2050,0xB0,0xFF
105.341209833333338,2050,0x00,0xC4
105.341362166666670,2051,0x00,0x80
105.341368333333335,2052,0xB0,0xFF
105.341373583333336,2052,0x00,0xD7
105.341520500000001,2053,0x00,0x00
105.341526583333334,2054,0xB0,0xFF
105.341531833333335,2054,0x00,0x0B
105.341691166666664,2055,0x00,0x80
105.341697333333329,2056,0xB0,0xFF
105.341702583333330,2056,0x00,0x72
105.341713249999998,2057,0x92,0x00
105.341726583333340,2058,0xA5,0x00
105.341731749999994,2059,0x91,0x00
105.341849499999995,2060,0x00,0x00
105.341855583333327,2061,0xB0,0xFF
105.341860833333328,2061,0x00,0xA3
105.342005333333333,2062,0x00,0x80
105.342011499999998,2063,0xB0,0xFF
105.342016749999999,2063,0x00,0x72
105.342164333333329,2064,0x00,0x80
105.342170583333328,2065,0xB0,0xFF
105.342175833333329,2065,0x00,0xD3
105.342328749999993,2066,0x00,0x80
105.342335000000006,2067,0xB0,0xFF
105.342340250000007,2067,0x00,0xAC
105.342495416666665,2068,0x00,0x80
105.342501583333330,2069,0xB0,0xFF
105.342506833333331,2069,0x00,0xAD
105.342655750000006,2070,0x00,0x80
105.342662000000004,2071,0xB0,0xFF
105.342667250000005,2071,0x00,0x29
105.342822416666664,2072,0x00,0x80
105.342828583333329,2073,0xB0,0xFF
105.342833833333330,2073,0x00,0xF0
105.342986166666662,2074,0x00,0x80
105.342992416666661,2075,0xB0,0xFF
105.342997666666662,2075,0x00,0xE4
105.343143083333331,2076,0x00,0x00
105.343149166666663,2077,0xB0,0xFF
105.343154416666664,2077,0x00,0xAB
105.343307499999995,2078,0x00,0x00
105.343313583333327,2079,0xB0,0xFF
105.343318833333328,2079,0x00,0x59
105.343472083333339,2080,0x00,0x00
105.343478166666671,2081,0xB0,0xFF
105.343483416666672,2081,0x00,0x11
105.343630166666671,2082,0x00,0x80
105.343636416666669,2083,0xB0,0xFF
105.343641666666670,2083,0x00,0x93
105.343785583333329,2084,0x00,0x80
105.343791749999994,2085,0xB0,0xFF
105.343796999999995,2085,0x00,0x34
105.343944416666673,2086,0x00,0x80
105.343950583333338,2087,0xB0,0xFF
105.343955833333339,2087,0x00,0x37
105.344102750000005,2088,0x00,0x00
105.344108833333337,2089,0xB0,0xFF
105.344114083333338,2089,0x00,0x0D
105.344124833333339,2090,0x01,0x00
105.344138166666667,2091,0x82,0x00
105.344143250000002,2092,0x92,0x00
105.344258749999995,2093,0x00,0x80
105.344264999999993,2094,0xB0,0xFF
105.344270249999994,2094,0x00,0x07
105.344414916666665,2095,0x00,0x00
105.344420999999997,2096,0xB0,0xFF
105.344426249999998,2096,0x00,0x87
105.344577333333334,2097,0x00,0x00
105.344583416666666,2098,0xB0,0xFF
105.344588666666667,2098,0x00,0x8E
105.344741916666663,2099,0x00,0x00
105.344747999999996,2100,0xB0,0xFF
105.344753249999997,2100,0x00,0xBE
105.344897833333334,2101,0x00,0x80
105.344904000000000,2102,0xB0,0xFF
105.344909250000001,2102,0x00,0x4E
105.345062416666664,2103,0x00,0x80
105.345068583333330,2104,0xB0,0xFF
105.345073833333331,2104,0x00,0xB2
105.345225416666665,2105,0x00,0x80
105.345231666666663,2106,0xB0,0xFF
105.345236916666664,2106,0x00,0xAF
105.345387750000000,2107,0x00,0x80
105.345393999999999,2108,0xB0,0xFF
105.345399250000000,2108,0x00,0x06
105.345545999999999,2109,0x00,0x80
105.345552166666664,2110,0xB0,0xFF
105.345557416666665,2110,0x00,0x72
105.345702333333335,2111,0x00,0x00
105.345708416666668,2112,0xB0,0xFF
105.345713666666668,2112,0x00,0x3E
105.345724166666670,2113,0x01,0x00
105.345736916666667,2114,0x82,0x00
105.345742000000001,2115,0x91,0x00
105.345864666666671,2116,0x00,0x80
105.345870833333336,2117,0xB0,0xFF
105.345876166666670,2117,0x00,0xC9
105.346024833333331,2118,0x00,0x80
105.346030999999996,2119,0xB0,0xFF
105.346036249999997,2119,0x00,0xD1
105.346185250000005,2120,0x00,0x80
105.346191416666670,2121,0xB0,0xFF
105.346196666666671,2121,0x00,0x7E
105.346345416666665,2122,0x00,0x80
105.346351666666664,2123,0xB0,0xFF
105.346356916666664,2123,0x00,0xFF
105.346505833333339,2124,0x00,0x80
105.346512083333337,2125,0xB0,0xFF
105.346517333333338,2125,0x00,0x62
105.346666083333332,2126,0x00,0x80
105.346672249999997,2127,0xB0,0xFF
105.346677499999998,2127,0x00,0x30
105.346826583333339,2128,0x00,0x00
105.346832666666671,2129,0xB0,0xFF
105.346837916666672,2129,0x00,0x71
105.346990833333336,2130,0x00,0x84
105.346997083333335,2131,0xB0,0xFF
105.347002333333336,2131,0x00,0x0A
105.347149000000002,2132,0x00,0x80
105.347155250000000,2133,0xB0,0xFF
105.347160500000001,2133,0x00,0x69
105.347305416666671,2134,0x00,0x00
105.347311500000004,2135,0xB0,0xFF
105.347316750000005,2135,0x00,0xB6
105.347469083333337,2136,0x00,0x80
105.347475250000002,2137,0xB0,0xFF
105.347480500000003,2137,0x00,0x30
105.347631500000006,2138,0x00,0x80
105.347637666666671,2139,0xB0,0xFF
105.347642916666672,2139,0x00,0xF5
105.347791749999999,2140,0x00,0x0B
105.347797833333331,2141,0xB0,0xFF
105.347803083333332,2141,0x00,0x36
105.347949916666664,2142,0x00,0x80
105.347956083333330,2143,0xB0,0xFF
105.347961333333330,2143,0x00,0xCE
105.348108166666663,2144,0x00,0x04
105.348114249999995,2145,0xB0,0xFF
105.348119499999996,2145,0x00,0x4E
105.348130249999997,2146,0x01,0x00
105.348143583333339,2147,0x82,0x00
105.348148666666660,2148,0x92,0x00
105.348269916666666,2149,0x00,0x88
105.348276083333332,2150,0xB0,0xFF
105.348281333333333,2150,0x00,0xDE
105.348426666666668,2151,0x00,0x84
105.348432833333334,2152,0xB0,0xFF
105.348438083333335,2152,0x00,0x5B
105.348584083333336,2153,0x00,0x88
105.348590250000001,2154,0xB0,0xFF
105.348595500000002,2154,0x00,0x98
105.348745916666672,2155,0x00,0x80
105.348752083333338,2156,0xB0,0xFF
105.348757333333339,2156,0x00,0xEF
105.348901833333329,2157,0x00,0x82
105.348908083333328,2158,0xB0,0xFF
105.348913333333329,2158,0x00,0x81
105.349060083333327,2159,0x00,0x84
105.349066250000007,2160,0xB0,0xFF
105.349071499999994,2160,0x00,0x8E
105.349220500000001,2161,0x00,0x80
105.349226666666667,2162,0xB0,0xFF
105.349231916666668,2162,0x00,0x2D
105.349380666666661,2163,0x00,0x82
105.349386916666660,2164,0xB0,0xFF
105.349392166666661,2164,0x00,0x63
105.349541083333335,2165,0x00,0x84
105.349547333333334,2166,0xB0,0xFF
105.349552583333335,2166,0x00,0xB1
105.349699333333334,2167,0x00,0x80
105.349705499999999,2168,0xB0,0xFF
105.349710750000000,2168,0x00,0xFC
105.349863833333330,2169,0x00,0x00
105.349869916666663,2170,0xB0,0xFF
105.349875166666664,2170,0x00,0x9F
105.350021833333329,2171,0x00,0x82
105.350028083333328,2172,0xB0,0xFF
105.350033333333329,2172,0x00,0xF8
105.350188500000002,2173,0x00,0x82
105.350194750000000,2174,0xB0,0xFF
105.350200000000001,2174,0x00,0x6C
105.350346666666667,2175,0x00,0x84
105.350352833333332,2176,0xB0,0xFF
105.350358166666666,2176,0x00,0x27
105.350496500000006,2177,0x00,0x84
105.350502666666671,2178,0xB0,0xFF
105.350507916666672,2178,0x00,0x13
105.350518583333340,2179,0x92,0x00
105.350531916666668,2180,0xA5,0x00
105.350537083333336,2181,0x80,0x00
105.350665333333339,2182,0x00,0x82
105.350671583333337,2183,0xB0,0xFF
105.350676833333338,2183,0x00,0xBD
105.350821333333329,2184,0x00,0x80
105.350827499999994,2185,0xB0,0xFF
105.350832749999995,2185,0x00,0x02
105.350981833333336,2186,0x00,0x00
105.350987916666668,2187,0xB0,0xFF
105.350993166666669,2187,0x00,0xF6
105.351141916666663,2188,0x00,0x8C
105.351148166666661,2189,0xB0,0xFF
105.351153416666662,2189,0x00,0x2E
105.351295916666672,2190,0x00,0x80
105.351302166666670,2191,0xB0,0xFF
105.351307416666671,2191,0x00,0x8F
105.351449916666667,2192,0x00,0x80
105.351456083333332,2193,0xB0,0xFF
105.351461333333333,2193,0x00,0x27
105.351610333333326,2194,0x00,0x80
105.351616500000006,2195,0xB0,0xFF
105.351621750000007,2195,0x00,0xE3
105.351770500000001,2196,0x00,0x80
105.351776749999999,2197,0xB0,0xFF
105.351782000000000,2197,0x00,0x45
105.351928749999999,2198,0x00,0x80
105.351934916666664,2199,0xB0,0xFF
105.351940166666665,2199,0x00,0x86
105.352091250000001,2200,0x00,0x00
105.352097333333333,2201,0xB0,0xFF
105.352102583333334,2201,0x00,0xED
105.352251666666660,2202,0x00,0x00
105.352257750000007,2203,0xB0,0xFF
105.352262999999994,2203,0x00,0xC4
105.352413916666663,2204,0x00,0x80
105.352420166666661,2205,0xB0,0xFF
105.352425416666662,2205,0x00,0x55
105.352578333333327,2206,0x00,0x80
105.352584583333339,2207,0xB0,0xFF
105.352589833333340,2207,0x00,0xEA
105.352740749999995,2208,0x00,0x88
105.352746916666661,2209,0xB0,0xFF
105.352752166666662,2209,0x00,0x3E
105.352907333333334,2210,0x00,0x80
105.352913583333333,2211,0xB0,0xFF
105.352918833333334,2211,0x00,0xC8
105.352929416666669,2212,0x81,0x00
105.352981666666665,2213,0xA5,0x00
105.352986833333333,2214,0x80,0x00
105.353069750000003,2215,0x00,0x88
105.353075916666668,2216,0xB0,0xFF
105.353081166666669,2216,0x00,0xB2
105.353228083333335,2217,0x00,0x00
105.353234166666667,2218,0xB0,0xFF
105.353239416666668,2218,0x00,0x00
105.353384166666672,2219,0x00,0x80
105.353390333333337,2220,0xB0,0xFF
105.353395666666671,2220,0x00,0x0E
105.353540249999995,2221,0x00,0x00
105.353546333333327,2222,0xB0,0xFF
105.353551583333328,2222,0x00,0xA0
105.353698333333327,2223,0x00,0x80
105.353704583333339,2224,0xB0,0xFF
105.353709833333340,2224,0x00,0xE5
105.353860749999996,2225,0x00,0x80
105.353866916666661,2226,0xB0,0xFF
105.353872166666662,2226,0x00,0x86
105.354021750000001,2227,0x00,0x80
105.354028000000000,2228,0xB0,0xFF
105.354033250000001,2228,0x00,0xAA
105.354179333333335,2229,0x00,0x80
105.354185583333333,2230,0xB0,0xFF
105.354190833333334,2230,0x00,0xC9
105.354343749999998,2231,0x00,0x84
105.354349999999997,2232,0xB0,0xFF
105.354355249999998,2232,0x00,0x01
105.354497749999993,2233,0x00,0x80
105.354503916666673,2234,0xB0,0xFF
105.354509166666674,2234,0x00,0x39
105.354660166666662,2235,0x00,0x80
105.354666416666660,2236,0xB0,0xFF
105.354671666666661,2236,0x00,0xF7
105.354816333333332,2237,0x00,0x80
105.354822583333330,2238,0xB0,0xFF
105.354827833333331,2238,0x00,0x41
105.354974749999997,2239,0x00,0x08
105.354980833333329,2240,0xB0,0xFF
105.354986083333330,2240,0x00,0xC1
105.355132749999996,2241,0x00,0x80
105.355138999999994,2242,0xB0,0xFF
